grammar, P1=0, P1=1, P1=*, P1=~, P2=0, P2=1, P2=*, P2=~, P3=0, P3=1, P3=*, P3=~, P4=0, P4=1, P4=*, P4=~, P5=0, P5=1, P5=*, P5=~, P6=0, P6=1, P6=*, P6=~, P7=0, P7=1, P7=*, P7=~, P8=0, P8=1, P8=*, P8=~, P9=0, P9=1, P9=*, P9=~, P10=0, P10=1, P10=*, P10=~, P11=0, P11=1, P11=*, P11=~, P12=0, P12=1, P12=*, P12=~, P13=0, P13=1, P13=*, P13=~
1908, 216, 0, 72, 396, 665, 0, 9, 10, 0, 639, 9, 36, 0, 216, 72, 396, 0, 216, 72, 396, 216, 0, 138, 330, 0, 0, 0, 684, 0, 72, 6, 606, 0, 360, 72, 252, 0, 0, 0, 684, 0, 315, 333, 36, 0, 0, 0, 684, 0, 0, 324, 360
1909, 216, 0, 72, 396, 665, 0, 9, 10, 0, 639, 9, 36, 0, 216, 72, 396, 0, 216, 72, 396, 216, 0, 138, 330, 0, 0, 0, 684, 0, 72, 6, 606, 0, 360, 72, 252, 0, 0, 0, 684, 0, 315, 333, 36, 0, 0, 0, 684, 0, 0, 324, 360
1910, 216, 0, 72, 396, 665, 0, 9, 10, 0, 639, 9, 36, 0, 216, 72, 396, 0, 216, 72, 396, 216, 0, 138, 330, 0, 0, 0, 684, 0, 72, 6, 606, 0, 360, 72, 252, 0, 0, 0, 684, 0, 315, 333, 36, 0, 0, 0, 684, 0, 0, 324, 360
1911, 216, 0, 72, 396, 665, 0, 9, 10, 0, 639, 9, 36, 0, 216, 72, 396, 0, 216, 72, 396, 216, 0, 138, 330, 0, 0, 0, 684, 0, 72, 6, 606, 0, 360, 72, 252, 0, 0, 0, 684, 0, 315, 333, 36, 0, 0, 0, 684, 0, 0, 324, 360
1916, 426, 0, 146, 772, 1219, 0, 53, 72, 0, 1231, 59, 54, 0, 435, 144, 765, 0, 435, 147, 762, 435, 0, 279, 630, 0, 0, 0, 1344, 0, 144, 14, 1186, 0, 720, 154, 470, 0, 608, 46, 690, 0, 586, 716, 42, 608, 0, 46, 690, 0, 0, 651, 693
1917, 426, 0, 146, 772, 1219, 0, 53, 72, 0, 1231, 59, 54, 0, 435, 144, 765, 0, 435, 147, 762, 435, 0, 279, 630, 0, 0, 0, 1344, 0, 144, 14, 1186, 0, 720, 154, 470, 0, 608, 46, 690, 0, 586, 716, 42, 608, 0, 46, 690, 0, 0, 651, 693
3092, 366, 0, 0, 180, 0, 536, 3, 7, 0, 402, 108, 36, 0, 0, 0, 546, 0, 0, 0, 546, 0, 0, 0, 546, 258, 0, 0, 288, 81, 0, 0, 465, 0, 474, 0, 72, 0, 0, 0, 546, 0, 0, 510, 36, 0, 0, 0, 546, 0, 0, 402, 144
3093, 366, 0, 0, 180, 0, 536, 3, 7, 0, 402, 108, 36, 0, 0, 0, 546, 0, 0, 0, 546, 0, 0, 0, 546, 258, 0, 0, 288, 81, 0, 0, 465, 0, 474, 0, 72, 0, 0, 0, 546, 0, 0, 510, 36, 0, 0, 0, 546, 0, 0, 402, 144
3094, 366, 0, 0, 180, 0, 536, 3, 7, 0, 402, 108, 36, 0, 0, 0, 546, 0, 0, 0, 546, 0, 0, 0, 546, 258, 0, 0, 288, 81, 0, 0, 465, 0, 474, 0, 72, 0, 0, 0, 546, 0, 0, 510, 36, 0, 0, 0, 546, 0, 0, 402, 144
3095, 366, 0, 0, 180, 0, 536, 3, 7, 0, 402, 108, 36, 0, 0, 0, 546, 0, 0, 0, 546, 0, 0, 0, 546, 258, 0, 0, 288, 81, 0, 0, 465, 0, 474, 0, 72, 0, 0, 0, 546, 0, 0, 510, 36, 0, 0, 0, 546, 0, 0, 402, 144
3100, 722, 0, 3, 331, 0, 995, 15, 46, 0, 803, 215, 38, 0, 0, 0, 1056, 0, 0, 0, 1056, 0, 0, 0, 1056, 516, 0, 0, 540, 162, 0, 0, 894, 0, 948, 0, 108, 0, 471, 39, 546, 0, 0, 1020, 36, 471, 0, 39, 546, 0, 0, 804, 252
3101, 722, 0, 3, 331, 0, 995, 15, 46, 0, 803, 215, 38, 0, 0, 0, 1056, 0, 0, 0, 1056, 0, 0, 0, 1056, 516, 0, 0, 540, 162, 0, 0, 894, 0, 948, 0, 108, 0, 471, 39, 546, 0, 0, 1020, 36, 471, 0, 39, 546, 0, 0, 804, 252
3124, 366, 0, 0, 180, 0, 536, 3, 7, 0, 402, 108, 36, 0, 0, 0, 546, 0, 0, 0, 546, 0, 0, 0, 546, 258, 0, 0, 288, 0, 81, 0, 465, 0, 474, 0, 72, 0, 0, 0, 546, 0, 0, 510, 36, 0, 0, 0, 546, 0, 0, 402, 144
3125, 366, 0, 0, 180, 0, 536, 3, 7, 0, 402, 108, 36, 0, 0, 0, 546, 0, 0, 0, 546, 0, 0, 0, 546, 258, 0, 0, 288, 0, 81, 0, 465, 0, 474, 0, 72, 0, 0, 0, 546, 0, 0, 510, 36, 0, 0, 0, 546, 0, 0, 402, 144
3126, 366, 0, 0, 180, 0, 536, 3, 7, 0, 402, 108, 36, 0, 0, 0, 546, 0, 0, 0, 546, 0, 0, 0, 546, 258, 0, 0, 288, 0, 81, 0, 465, 0, 474, 0, 72, 0, 0, 0, 546, 0, 0, 510, 36, 0, 0, 0, 546, 0, 0, 402, 144
3127, 366, 0, 0, 180, 0, 536, 3, 7, 0, 402, 108, 36, 0, 0, 0, 546, 0, 0, 0, 546, 0, 0, 0, 546, 258, 0, 0, 288, 0, 81, 0, 465, 0, 474, 0, 72, 0, 0, 0, 546, 0, 0, 510, 36, 0, 0, 0, 546, 0, 0, 402, 144
3132, 725, 0, 2, 329, 0, 992, 16, 48, 0, 803, 215, 38, 0, 0, 0, 1056, 0, 0, 0, 1056, 0, 0, 0, 1056, 516, 0, 0, 540, 0, 162, 0, 894, 0, 948, 0, 108, 0, 471, 39, 546, 0, 0, 1020, 36, 471, 0, 39, 546, 0, 0, 804, 252
3133, 725, 0, 2, 329, 0, 992, 16, 48, 0, 803, 215, 38, 0, 0, 0, 1056, 0, 0, 0, 1056, 0, 0, 0, 1056, 516, 0, 0, 540, 0, 162, 0, 894, 0, 948, 0, 108, 0, 471, 39, 546, 0, 0, 1020, 36, 471, 0, 39, 546, 0, 0, 804, 252
3156, 180, 0, 0, 108, 0, 280, 3, 5, 0, 144, 108, 36, 0, 0, 0, 288, 0, 0, 0, 288, 0, 0, 0, 288, 0, 0, 0, 288, 36, 0, 0, 252, 0, 216, 0, 72, 0, 0, 0, 288, 0, 0, 252, 36, 0, 0, 0, 288, 0, 0, 144, 144
3157, 180, 0, 0, 108, 0, 280, 3, 5, 0, 144, 108, 36, 0, 0, 0, 288, 0, 0, 0, 288, 0, 0, 0, 288, 0, 0, 0, 288, 36, 0, 0, 252, 0, 216, 0, 72, 0, 0, 0, 288, 0, 0, 252, 36, 0, 0, 0, 288, 0, 0, 144, 144
3158, 180, 0, 0, 108, 0, 280, 3, 5, 0, 144, 108, 36, 0, 0, 0, 288, 0, 0, 0, 288, 0, 0, 0, 288, 0, 0, 0, 288, 36, 0, 0, 252, 0, 216, 0, 72, 0, 0, 0, 288, 0, 0, 252, 36, 0, 0, 0, 288, 0, 0, 144, 144
3159, 180, 0, 0, 108, 0, 280, 3, 5, 0, 144, 108, 36, 0, 0, 0, 288, 0, 0, 0, 288, 0, 0, 0, 288, 0, 0, 0, 288, 36, 0, 0, 252, 0, 216, 0, 72, 0, 0, 0, 288, 0, 0, 252, 36, 0, 0, 0, 288, 0, 0, 144, 144
3164, 353, 0, 3, 184, 0, 497, 15, 28, 0, 287, 215, 38, 0, 0, 0, 540, 0, 0, 0, 540, 0, 0, 0, 540, 0, 0, 0, 540, 72, 0, 0, 468, 0, 432, 0, 108, 0, 213, 39, 288, 0, 0, 504, 36, 213, 0, 39, 288, 0, 0, 288, 252
3165, 353, 0, 3, 184, 0, 497, 15, 28, 0, 287, 215, 38, 0, 0, 0, 540, 0, 0, 0, 540, 0, 0, 0, 540, 0, 0, 0, 540, 72, 0, 0, 468, 0, 432, 0, 108, 0, 213, 39, 288, 0, 0, 504, 36, 213, 0, 39, 288, 0, 0, 288, 252
3188, 180, 0, 0, 108, 0, 280, 3, 5, 0, 144, 108, 36, 0, 0, 0, 288, 0, 0, 0, 288, 0, 0, 0, 288, 0, 0, 0, 288, 0, 36, 0, 252, 0, 216, 0, 72, 0, 0, 0, 288, 0, 0, 252, 36, 0, 0, 0, 288, 0, 0, 144, 144
3189, 180, 0, 0, 108, 0, 280, 3, 5, 0, 144, 108, 36, 0, 0, 0, 288, 0, 0, 0, 288, 0, 0, 0, 288, 0, 0, 0, 288, 0, 36, 0, 252, 0, 216, 0, 72, 0, 0, 0, 288, 0, 0, 252, 36, 0, 0, 0, 288, 0, 0, 144, 144
3190, 180, 0, 0, 108, 0, 280, 3, 5, 0, 144, 108, 36, 0, 0, 0, 288, 0, 0, 0, 288, 0, 0, 0, 288, 0, 0, 0, 288, 0, 36, 0, 252, 0, 216, 0, 72, 0, 0, 0, 288, 0, 0, 252, 36, 0, 0, 0, 288, 0, 0, 144, 144
3191, 180, 0, 0, 108, 0, 280, 3, 5, 0, 144, 108, 36, 0, 0, 0, 288, 0, 0, 0, 288, 0, 0, 0, 288, 0, 0, 0, 288, 0, 36, 0, 252, 0, 216, 0, 72, 0, 0, 0, 288, 0, 0, 252, 36, 0, 0, 0, 288, 0, 0, 144, 144
3196, 355, 0, 2, 183, 0, 495, 16, 29, 0, 287, 215, 38, 0, 0, 0, 540, 0, 0, 0, 540, 0, 0, 0, 540, 0, 0, 0, 540, 0, 72, 0, 468, 0, 432, 0, 108, 0, 213, 39, 288, 0, 0, 504, 36, 213, 0, 39, 288, 0, 0, 288, 252
3197, 355, 0, 2, 183, 0, 495, 16, 29, 0, 287, 215, 38, 0, 0, 0, 540, 0, 0, 0, 540, 0, 0, 0, 540, 0, 0, 0, 540, 0, 72, 0, 468, 0, 432, 0, 108, 0, 213, 39, 288, 0, 0, 504, 36, 213, 0, 39, 288, 0, 0, 288, 252
3604, 402, 0, 180, 180, 0, 748, 5, 9, 0, 546, 180, 36, 0, 0, 180, 582, 0, 0, 0, 762, 0, 0, 159, 603, 330, 0, 36, 396, 81, 0, 18, 663, 0, 474, 180, 108, 0, 0, 0, 762, 0, 0, 726, 36, 0, 0, 0, 762, 0, 0, 546, 216
3605, 402, 0, 180, 180, 0, 748, 5, 9, 0, 546, 180, 36, 0, 0, 180, 582, 0, 0, 0, 762, 0, 0, 159, 603, 330, 0, 36, 396, 81, 0, 18, 663, 0, 474, 180, 108, 0, 0, 0, 762, 0, 0, 726, 36, 0, 0, 0, 762, 0, 0, 546, 216
3606, 402, 0, 180, 180, 0, 748, 5, 9, 0, 546, 180, 36, 0, 0, 180, 582, 0, 0, 0, 762, 0, 0, 159, 603, 330, 0, 36, 396, 81, 0, 18, 663, 0, 474, 180, 108, 0, 0, 0, 762, 0, 0, 726, 36, 0, 0, 0, 762, 0, 0, 546, 216
3607, 402, 0, 180, 180, 0, 748, 5, 9, 0, 546, 180, 36, 0, 0, 180, 582, 0, 0, 0, 762, 0, 0, 159, 603, 330, 0, 36, 396, 81, 0, 18, 663, 0, 474, 180, 108, 0, 0, 0, 762, 0, 0, 726, 36, 0, 0, 0, 762, 0, 0, 546, 216
3612, 793, 0, 362, 333, 0, 1401, 25, 62, 0, 1090, 360, 38, 0, 0, 360, 1128, 0, 0, 0, 1488, 0, 0, 318, 1170, 660, 0, 72, 756, 162, 0, 36, 1290, 0, 948, 360, 180, 0, 661, 65, 762, 0, 0, 1452, 36, 661, 0, 65, 762, 0, 0, 1092, 396
3613, 793, 0, 362, 333, 0, 1401, 25, 62, 0, 1090, 360, 38, 0, 0, 360, 1128, 0, 0, 0, 1488, 0, 0, 318, 1170, 660, 0, 72, 756, 162, 0, 36, 1290, 0, 948, 360, 180, 0, 661, 65, 762, 0, 0, 1452, 36, 661, 0, 65, 762, 0, 0, 1092, 396
3636, 402, 0, 180, 180, 0, 748, 5, 9, 0, 546, 180, 36, 0, 0, 180, 582, 0, 0, 0, 762, 0, 0, 159, 603, 330, 0, 36, 396, 0, 81, 18, 663, 0, 474, 180, 108, 0, 0, 0, 762, 0, 0, 726, 36, 0, 0, 0, 762, 0, 0, 546, 216
3637, 402, 0, 180, 180, 0, 748, 5, 9, 0, 546, 180, 36, 0, 0, 180, 582, 0, 0, 0, 762, 0, 0, 159, 603, 330, 0, 36, 396, 0, 81, 18, 663, 0, 474, 180, 108, 0, 0, 0, 762, 0, 0, 726, 36, 0, 0, 0, 762, 0, 0, 546, 216
3638, 402, 0, 180, 180, 0, 748, 5, 9, 0, 546, 180, 36, 0, 0, 180, 582, 0, 0, 0, 762, 0, 0, 159, 603, 330, 0, 36, 396, 0, 81, 18, 663, 0, 474, 180, 108, 0, 0, 0, 762, 0, 0, 726, 36, 0, 0, 0, 762, 0, 0, 546, 216
3639, 402, 0, 180, 180, 0, 748, 5, 9, 0, 546, 180, 36, 0, 0, 180, 582, 0, 0, 0, 762, 0, 0, 159, 603, 330, 0, 36, 396, 0, 81, 18, 663, 0, 474, 180, 108, 0, 0, 0, 762, 0, 0, 726, 36, 0, 0, 0, 762, 0, 0, 546, 216
3644, 796, 0, 361, 331, 0, 1398, 26, 64, 0, 1090, 360, 38, 0, 0, 360, 1128, 0, 0, 0, 1488, 0, 0, 318, 1170, 660, 0, 72, 756, 0, 162, 36, 1290, 0, 948, 360, 180, 0, 661, 65, 762, 0, 0, 1452, 36, 661, 0, 65, 762, 0, 0, 1092, 396
3645, 796, 0, 361, 331, 0, 1398, 26, 64, 0, 1090, 360, 38, 0, 0, 360, 1128, 0, 0, 0, 1488, 0, 0, 318, 1170, 660, 0, 72, 756, 0, 162, 36, 1290, 0, 948, 360, 180, 0, 661, 65, 762, 0, 0, 1452, 36, 661, 0, 65, 762, 0, 0, 1092, 396
3668, 216, 0, 72, 108, 0, 385, 5, 6, 0, 180, 180, 36, 0, 0, 72, 324, 0, 0, 0, 396, 0, 0, 66, 330, 0, 0, 0, 396, 36, 0, 6, 354, 0, 216, 72, 108, 0, 0, 0, 396, 0, 0, 360, 36, 0, 0, 0, 396, 0, 0, 180, 216
3669, 216, 0, 72, 108, 0, 385, 5, 6, 0, 180, 180, 36, 0, 0, 72, 324, 0, 0, 0, 396, 0, 0, 66, 330, 0, 0, 0, 396, 36, 0, 6, 354, 0, 216, 72, 108, 0, 0, 0, 396, 0, 0, 360, 36, 0, 0, 0, 396, 0, 0, 180, 216
3670, 216, 0, 72, 108, 0, 385, 5, 6, 0, 180, 180, 36, 0, 0, 72, 324, 0, 0, 0, 396, 0, 0, 66, 330, 0, 0, 0, 396, 36, 0, 6, 354, 0, 216, 72, 108, 0, 0, 0, 396, 0, 0, 360, 36, 0, 0, 0, 396, 0, 0, 180, 216
3671, 216, 0, 72, 108, 0, 385, 5, 6, 0, 180, 180, 36, 0, 0, 72, 324, 0, 0, 0, 396, 0, 0, 66, 330, 0, 0, 0, 396, 36, 0, 6, 354, 0, 216, 72, 108, 0, 0, 0, 396, 0, 0, 360, 36, 0, 0, 0, 396, 0, 0, 180, 216
3676, 424, 0, 147, 185, 0, 695, 25, 36, 0, 359, 359, 38, 0, 0, 144, 612, 0, 0, 0, 756, 0, 0, 132, 624, 0, 0, 0, 756, 72, 0, 12, 672, 0, 432, 144, 180, 0, 295, 65, 396, 0, 0, 720, 36, 295, 0, 65, 396, 0, 0, 360, 396
3677, 424, 0, 147, 185, 0, 695, 25, 36, 0, 359, 359, 38, 0, 0, 144, 612, 0, 0, 0, 756, 0, 0, 132, 624, 0, 0, 0, 756, 72, 0, 12, 672, 0, 432, 144, 180, 0, 295, 65, 396, 0, 0, 720, 36, 295, 0, 65, 396, 0, 0, 360, 396
3700, 216, 0, 72, 108, 0, 385, 5, 6, 0, 180, 180, 36, 0, 0, 72, 324, 0, 0, 0, 396, 0, 0, 66, 330, 0, 0, 0, 396, 0, 36, 6, 354, 0, 216, 72, 108, 0, 0, 0, 396, 0, 0, 360, 36, 0, 0, 0, 396, 0, 0, 180, 216
3701, 216, 0, 72, 108, 0, 385, 5, 6, 0, 180, 180, 36, 0, 0, 72, 324, 0, 0, 0, 396, 0, 0, 66, 330, 0, 0, 0, 396, 0, 36, 6, 354, 0, 216, 72, 108, 0, 0, 0, 396, 0, 0, 360, 36, 0, 0, 0, 396, 0, 0, 180, 216
3702, 216, 0, 72, 108, 0, 385, 5, 6, 0, 180, 180, 36, 0, 0, 72, 324, 0, 0, 0, 396, 0, 0, 66, 330, 0, 0, 0, 396, 0, 36, 6, 354, 0, 216, 72, 108, 0, 0, 0, 396, 0, 0, 360, 36, 0, 0, 0, 396, 0, 0, 180, 216
3703, 216, 0, 72, 108, 0, 385, 5, 6, 0, 180, 180, 36, 0, 0, 72, 324, 0, 0, 0, 396, 0, 0, 66, 330, 0, 0, 0, 396, 0, 36, 6, 354, 0, 216, 72, 108, 0, 0, 0, 396, 0, 0, 360, 36, 0, 0, 0, 396, 0, 0, 180, 216
3708, 426, 0, 146, 184, 0, 693, 26, 37, 0, 359, 359, 38, 0, 0, 144, 612, 0, 0, 0, 756, 0, 0, 132, 624, 0, 0, 0, 756, 0, 72, 12, 672, 0, 432, 144, 180, 0, 295, 65, 396, 0, 0, 720, 36, 295, 0, 65, 396, 0, 0, 360, 396
3709, 426, 0, 146, 184, 0, 693, 26, 37, 0, 359, 359, 38, 0, 0, 144, 612, 0, 0, 0, 756, 0, 0, 132, 624, 0, 0, 0, 756, 0, 72, 12, 672, 0, 432, 144, 180, 0, 295, 65, 396, 0, 0, 720, 36, 295, 0, 65, 396, 0, 0, 360, 396
3860, 402, 0, 180, 654, 0, 1208, 15, 13, 0, 876, 324, 36, 0, 330, 180, 726, 0, 330, 144, 762, 330, 0, 303, 603, 483, 0, 69, 684, 144, 0, 18, 1074, 0, 732, 217, 287, 0, 0, 0, 1236, 0, 0, 1200, 36, 0, 0, 0, 1236, 0, 0, 876, 360
3861, 402, 0, 180, 654, 0, 1208, 15, 13, 0, 876, 324, 36, 0, 330, 180, 726, 0, 330, 144, 762, 330, 0, 303, 603, 483, 0, 69, 684, 144, 0, 18, 1074, 0, 732, 217, 287, 0, 0, 0, 1236, 0, 0, 1200, 36, 0, 0, 0, 1236, 0, 0, 876, 360
3862, 402, 0, 180, 654, 0, 1208, 15, 13, 0, 876, 324, 36, 0, 330, 180, 726, 0, 330, 144, 762, 330, 0, 303, 603, 483, 0, 69, 684, 144, 0, 18, 1074, 0, 732, 217, 287, 0, 0, 0, 1236, 0, 0, 1200, 36, 0, 0, 0, 1236, 0, 0, 876, 360
3863, 402, 0, 180, 654, 0, 1208, 15, 13, 0, 876, 324, 36, 0, 330, 180, 726, 0, 330, 144, 762, 330, 0, 303, 603, 483, 0, 69, 684, 144, 0, 18, 1074, 0, 732, 217, 287, 0, 0, 0, 1236, 0, 0, 1200, 36, 0, 0, 0, 1236, 0, 0, 876, 360
3868, 793, 0, 362, 1377, 0, 2347, 82, 103, 0, 1765, 669, 98, 0, 684, 360, 1488, 0, 684, 312, 1536, 684, 0, 630, 1218, 966, 0, 138, 1428, 288, 0, 40, 2204, 0, 1464, 457, 611, 0, 1112, 136, 1284, 0, 0, 2448, 84, 1112, 0, 136, 1284, 0, 0, 1776, 756
3869, 793, 0, 362, 1377, 0, 2347, 82, 103, 0, 1765, 669, 98, 0, 684, 360, 1488, 0, 684, 312, 1536, 684, 0, 630, 1218, 966, 0, 138, 1428, 288, 0, 40, 2204, 0, 1464, 457, 611, 0, 1112, 136, 1284, 0, 0, 2448, 84, 1112, 0, 136, 1284, 0, 0, 1776, 756
3892, 402, 0, 180, 654, 0, 1208, 15, 13, 0, 876, 324, 36, 0, 330, 180, 726, 0, 330, 144, 762, 330, 0, 303, 603, 483, 0, 69, 684, 0, 144, 18, 1074, 0, 732, 217, 287, 0, 0, 0, 1236, 0, 0, 1200, 36, 0, 0, 0, 1236, 0, 0, 876, 360
3893, 402, 0, 180, 654, 0, 1208, 15, 13, 0, 876, 324, 36, 0, 330, 180, 726, 0, 330, 144, 762, 330, 0, 303, 603, 483, 0, 69, 684, 0, 144, 18, 1074, 0, 732, 217, 287, 0, 0, 0, 1236, 0, 0, 1200, 36, 0, 0, 0, 1236, 0, 0, 876, 360
3894, 402, 0, 180, 654, 0, 1208, 15, 13, 0, 876, 324, 36, 0, 330, 180, 726, 0, 330, 144, 762, 330, 0, 303, 603, 483, 0, 69, 684, 0, 144, 18, 1074, 0, 732, 217, 287, 0, 0, 0, 1236, 0, 0, 1200, 36, 0, 0, 0, 1236, 0, 0, 876, 360
3895, 402, 0, 180, 654, 0, 1208, 15, 13, 0, 876, 324, 36, 0, 330, 180, 726, 0, 330, 144, 762, 330, 0, 303, 603, 483, 0, 69, 684, 0, 144, 18, 1074, 0, 732, 217, 287, 0, 0, 0, 1236, 0, 0, 1200, 36, 0, 0, 0, 1236, 0, 0, 876, 360
3900, 796, 0, 361, 1375, 0, 2342, 84, 106, 0, 1766, 670, 96, 0, 684, 360, 1488, 0, 684, 312, 1536, 684, 0, 630, 1218, 966, 0, 138, 1428, 0, 288, 40, 2204, 0, 1464, 457, 611, 0, 1112, 136, 1284, 0, 0, 2448, 84, 1112, 0, 136, 1284, 0, 0, 1776, 756
3901, 796, 0, 361, 1375, 0, 2342, 84, 106, 0, 1766, 670, 96, 0, 684, 360, 1488, 0, 684, 312, 1536, 684, 0, 630, 1218, 966, 0, 138, 1428, 0, 288, 40, 2204, 0, 1464, 457, 611, 0, 1112, 136, 1284, 0, 0, 2448, 84, 1112, 0, 136, 1284, 0, 0, 1776, 756
3924, 216, 0, 72, 396, 0, 661, 13, 10, 0, 324, 324, 36, 0, 216, 72, 396, 0, 216, 72, 396, 216, 0, 138, 330, 0, 0, 0, 684, 72, 0, 6, 606, 0, 360, 76, 248, 0, 0, 0, 684, 0, 0, 648, 36, 0, 0, 0, 684, 0, 0, 324, 360
3925, 216, 0, 72, 396, 0, 661, 13, 10, 0, 324, 324, 36, 0, 216, 72, 396, 0, 216, 72, 396, 216, 0, 138, 330, 0, 0, 0, 684, 72, 0, 6, 606, 0, 360, 76, 248, 0, 0, 0, 684, 0, 0, 648, 36, 0, 0, 0, 684, 0, 0, 324, 360
3926, 216, 0, 72, 396, 0, 661, 13, 10, 0, 324, 324, 36, 0, 216, 72, 396, 0, 216, 72, 396, 216, 0, 138, 330, 0, 0, 0, 684, 72, 0, 6, 606, 0, 360, 76, 248, 0, 0, 0, 684, 0, 0, 648, 36, 0, 0, 0, 684, 0, 0, 324, 360
3927, 216, 0, 72, 396, 0, 661, 13, 10, 0, 324, 324, 36, 0, 216, 72, 396, 0, 216, 72, 396, 216, 0, 138, 330, 0, 0, 0, 684, 72, 0, 6, 606, 0, 360, 76, 248, 0, 0, 0, 684, 0, 0, 648, 36, 0, 0, 0, 684, 0, 0, 324, 360
3932, 424, 0, 147, 857, 0, 1286, 71, 71, 0, 665, 665, 98, 0, 456, 144, 828, 0, 456, 168, 804, 456, 0, 300, 672, 0, 0, 0, 1428, 144, 0, 15, 1269, 0, 720, 173, 535, 0, 560, 136, 732, 0, 0, 1344, 84, 560, 0, 136, 732, 0, 0, 672, 756
3933, 424, 0, 147, 857, 0, 1286, 71, 71, 0, 665, 665, 98, 0, 456, 144, 828, 0, 456, 168, 804, 456, 0, 300, 672, 0, 0, 0, 1428, 144, 0, 15, 1269, 0, 720, 173, 535, 0, 560, 136, 732, 0, 0, 1344, 84, 560, 0, 136, 732, 0, 0, 672, 756
3956, 216, 0, 72, 396, 0, 661, 13, 10, 0, 324, 324, 36, 0, 216, 72, 396, 0, 216, 72, 396, 216, 0, 138, 330, 0, 0, 0, 684, 0, 72, 6, 606, 0, 360, 76, 248, 0, 0, 0, 684, 0, 0, 648, 36, 0, 0, 0, 684, 0, 0, 324, 360
3957, 216, 0, 72, 396, 0, 661, 13, 10, 0, 324, 324, 36, 0, 216, 72, 396, 0, 216, 72, 396, 216, 0, 138, 330, 0, 0, 0, 684, 0, 72, 6, 606, 0, 360, 76, 248, 0, 0, 0, 684, 0, 0, 648, 36, 0, 0, 0, 684, 0, 0, 324, 360
3958, 216, 0, 72, 396, 0, 661, 13, 10, 0, 324, 324, 36, 0, 216, 72, 396, 0, 216, 72, 396, 216, 0, 138, 330, 0, 0, 0, 684, 0, 72, 6, 606, 0, 360, 76, 248, 0, 0, 0, 684, 0, 0, 648, 36, 0, 0, 0, 684, 0, 0, 324, 360
3959, 216, 0, 72, 396, 0, 661, 13, 10, 0, 324, 324, 36, 0, 216, 72, 396, 0, 216, 72, 396, 216, 0, 138, 330, 0, 0, 0, 684, 0, 72, 6, 606, 0, 360, 76, 248, 0, 0, 0, 684, 0, 0, 648, 36, 0, 0, 0, 684, 0, 0, 324, 360
3964, 426, 0, 146, 856, 0, 1282, 73, 73, 0, 666, 666, 96, 0, 456, 144, 828, 0, 456, 168, 804, 456, 0, 300, 672, 0, 0, 0, 1428, 0, 144, 15, 1269, 0, 720, 173, 535, 0, 560, 136, 732, 0, 0, 1344, 84, 560, 0, 136, 732, 0, 0, 672, 756
3965, 426, 0, 146, 856, 0, 1282, 73, 73, 0, 666, 666, 96, 0, 456, 144, 828, 0, 456, 168, 804, 456, 0, 300, 672, 0, 0, 0, 1428, 0, 144, 15, 1269, 0, 720, 173, 535, 0, 560, 136, 732, 0, 0, 1344, 84, 560, 0, 136, 732, 0, 0, 672, 756
5140, 0, 366, 0, 180, 536, 0, 1, 9, 0, 509, 1, 36, 0, 0, 0, 546, 0, 0, 0, 546, 0, 0, 0, 546, 258, 0, 0, 288, 81, 0, 0, 465, 0, 474, 0, 72, 0, 0, 0, 546, 0, 107, 403, 36, 0, 0, 0, 546, 0, 0, 402, 144
5141, 0, 366, 0, 180, 536, 0, 1, 9, 0, 509, 1, 36, 0, 0, 0, 546, 0, 0, 0, 546, 0, 0, 0, 546, 258, 0, 0, 288, 81, 0, 0, 465, 0, 474, 0, 72, 0, 0, 0, 546, 0, 107, 403, 36, 0, 0, 0, 546, 0, 0, 402, 144
5142, 0, 366, 0, 180, 536, 0, 1, 9, 0, 509, 1, 36, 0, 0, 0, 546, 0, 0, 0, 546, 0, 0, 0, 546, 258, 0, 0, 288, 81, 0, 0, 465, 0, 474, 0, 72, 0, 0, 0, 546, 0, 107, 403, 36, 0, 0, 0, 546, 0, 0, 402, 144
5143, 0, 366, 0, 180, 536, 0, 1, 9, 0, 509, 1, 36, 0, 0, 0, 546, 0, 0, 0, 546, 0, 0, 0, 546, 258, 0, 0, 288, 81, 0, 0, 465, 0, 474, 0, 72, 0, 0, 0, 546, 0, 107, 403, 36, 0, 0, 0, 546, 0, 0, 402, 144
5148, 0, 722, 3, 331, 995, 0, 5, 56, 0, 1010, 8, 38, 0, 0, 0, 1056, 0, 0, 0, 1056, 0, 0, 0, 1056, 516, 0, 0, 540, 162, 0, 0, 894, 0, 948, 0, 108, 0, 503, 7, 546, 0, 207, 813, 36, 503, 0, 7, 546, 0, 0, 804, 252
5149, 0, 722, 3, 331, 995, 0, 5, 56, 0, 1010, 8, 38, 0, 0, 0, 1056, 0, 0, 0, 1056, 0, 0, 0, 1056, 516, 0, 0, 540, 162, 0, 0, 894, 0, 948, 0, 108, 0, 503, 7, 546, 0, 207, 813, 36, 503, 0, 7, 546, 0, 0, 804, 252
5172, 0, 366, 0, 180, 536, 0, 1, 9, 0, 509, 1, 36, 0, 0, 0, 546, 0, 0, 0, 546, 0, 0, 0, 546, 258, 0, 0, 288, 0, 81, 0, 465, 0, 474, 0, 72, 0, 0, 0, 546, 0, 107, 403, 36, 0, 0, 0, 546, 0, 0, 402, 144
